Customer Id,Customer City,Customer Country,Customer State,Department,Customer Zipcode
10345,Richmond,USA,TX,Corporate,77469
5267,Brooklyn,USA,NY,Corporate,11215
11223,Azusa,USA,CA,Corporate,91702
3590,Colorado Springs,USA,CO,Corporate,80906
4806,Ridgewood,USA,NY,Corporate,11385
8911,Stockbridge,USA,GA,Corporate,30281
12113,Baltimore,USA,MD,Corporate,21215
3755,Los Angeles,USA,CA,Corporate,90063
514,La Habra,USA,CA,Corporate,90631
12093,Rialto,USA,CA,Corporate,92376
1937,El Paso,USA,TX,Corporate,79936
10204,Modesto,USA,CA,Corporate,95355
11133,West Covina,USA,CA,Corporate,91790
2157,Tustin,USA,CA,Corporate,92780
11492,Bowling Green,USA,KY,Corporate,42101
11321,San Diego,USA,CA,Corporate,92104
11806,West Lafayette,USA,IN,Corporate,47906
2750,Bowling Green,USA,KY,Corporate,42101
8998,Chicago,USA,IL,Corporate,60649
252,Richardson,USA,TX,Corporate,75080
10017,Burnsville,USA,MN,Corporate,55337
7063,Brownsville,USA,TX,Corporate,78521
4370,Los Angeles,USA,CA,Corporate,90046
433,Las Vegas,USA,NV,Corporate,89115
7825,San Diego,USA,CA,Corporate,92126
912,Las Vegas,USA,NV,Corporate,89119
8624,Miami,USA,FL,Corporate,33126
2653,Atlanta,USA,GA,Corporate,30331
12265,Sacramento,USA,CA,Corporate,95822
5648,Memphis,USA,TN,Corporate,38111
10001,Washington,USA,DC,Corporate,20020
1136,Ballwin,USA,MO,Corporate,63021
4177,Chesapeake,USA,VA,Corporate,23322
4072,Eugene,USA,OR,Corporate,97402
5446,Douglasville,USA,GA,Corporate,30135
9656,Rochester,USA,NY,Corporate,14609
7160,Diamond Bar,USA,CA,Corporate,91765
2780,Tallahassee,USA,FL,Corporate,32308
6561,San Benito,USA,TX,Corporate,78586
4119,Santa Ana,USA,CA,Corporate,92704
615,El Paso,USA,TX,Corporate,79907
10583,Tustin,USA,CA,Corporate,92780
10949,Lockport,USA,NY,Corporate,14094
4686,Reynoldsburg,USA,OH,Corporate,43068
3391,Carson,USA,CA,Corporate,90745
3355,New Orleans,USA,LA,Corporate,70122
1660,Sun Valley,USA,CA,Corporate,91352
17575,Richardson,USA,TX,Corporate,75080
17573,Tempe,USA,AZ,Corporate,85282
17623,Piscataway,USA,NJ,Corporate,8854
16224,Memphis,USA,TN,Corporate,38128
18594,North Las Vegas,USA,NV,Corporate,89030
16223,Columbia,USA,MO,Corporate,65203
20026,Philadelphia,USA,PA,Corporate,19139
17818,Las Vegas,USA,NV,Corporate,89103
15212,Las Vegas,USA,NV,Corporate,89103
19935,Huntington Beach,USA,CA,Corporate,92646
16258,West Jordan,USA,UT,Corporate,84084
18946,Chesapeake,USA,VA,Corporate,23322
20025,Elmhurst,USA,IL,Corporate,60126
17117,San Benito,USA,TX,Corporate,78586
17243,Chapel Hill,USA,NC,Corporate,27514
20024,Bellflower,USA,CA,Corporate,90706
20167,El Paso,USA,TX,Corporate,79907
16112,Fargo,USA,ND,Corporate,58103
20005,Lancaster,USA,SC,Corporate,29720
16256,Beaverton,USA,OR,Corporate,97006
16328,Waukegan,USA,IL,Corporate,60085
17061,Los Angeles,USA,CA,Corporate,90006
15155,Palmdale,USA,CA,Corporate,93550
15245,Newark,USA,DE,Corporate,19702
16146,Springfield,USA,MO,Corporate,65807
15262,San Ramon,USA,CA,Corporate,94583
20327,College Station,USA,TX,Corporate,77840
16362,Fullerton,USA,CA,Corporate,92833
15261,Detroit,USA,MI,Corporate,48219
20236,Highland Park,USA,MI,Corporate,48203
19947,Revere,USA,MA,Corporate,2151
17812,Los Angeles,USA,CA,Corporate,90004
18604,Salt Lake City,USA,UT,Corporate,84119
16288,Orlando,USA,FL,Corporate,32822
20163,El Cajon,USA,CA,Corporate,92020
18955,Brooklyn,USA,NY,Corporate,11219
16123,Philadelphia,USA,PA,Corporate,19145
15220,Bakersfield,USA,CA,Corporate,93304
17772,Henderson,USA,NV,Corporate,89015
18953,Albuquerque,USA,NM,Corporate,87111
15147,Bronx,USA,NY,Corporate,10460
15201,Woodbridge,USA,VA,Corporate,22192
18971,Phoenix,USA,AZ,Corporate,85040
19816,Goleta,USA,CA,Corporate,93117
20014,Newark,USA,NJ,Corporate,7105
17806,Las Vegas,USA,NV,Corporate,89103
17752,Newark,USA,DE,Corporate,19702
15218,Los Angeles,USA,CA,Corporate,90004
15253,Harvey,USA,IL,Corporate,60426
17212,Elk Grove,USA,CA,Corporate,95758
20138,San Marcos,USA,TX,Corporate,78666
15145,New York,USA,NY,Corporate,10128
20282,Bronx,USA,NY,Corporate,10472
19813,Cerritos,USA,CA,Corporate,90703
17049,Brooklyn,USA,NY,Corporate,11236
17175,Tempe,USA,AZ,Corporate,85282
18559,Endicott,USA,NY,Corporate,13760
16261,Silver Spring,USA,MD,Corporate,20906
20064,Fremont,USA,CA,Corporate,94539
17174,Kenner,USA,LA,Corporate,70065
20280,Philadelphia,USA,PA,Corporate,19104
19177,Dorchester Center,USA,MA,Corporate,2124
16409,Alhambra,USA,CA,Corporate,91801
16450,Dallas,USA,TX,Corporate,75217
7345,Fresno,USA,CA,Corporate,93727
10077,Las Vegas,USA,NV,Corporate,89110
71,Philadelphia,USA,PA,Corporate,19145
3706,Columbus,USA,OH,Corporate,43230
5072,New York,USA,NY,Corporate,10009
1012,Silver Spring,USA,MD,Corporate,20906
4691,Fort Washington,USA,MD,Corporate,20744
5714,Los Angeles,USA,CA,Corporate,90007
3853,South Richmond Hill,USA,NY,Corporate,11419
2297,Long Beach,USA,CA,Corporate,90804
17978,Los Angeles,USA,CA,Corporate,90037
1561,Lewisville,USA,TX,Corporate,75067
6029,Elmhurst,USA,NY,Corporate,11373
1484,Woodbridge,USA,VA,Corporate,22192
7016,Columbia,USA,MO,Corporate,65203
70,Los Angeles,USA,CA,Corporate,90042
9231,Mission Viejo,USA,CA,Corporate,92692
20617,San Jose,USA,CA,Corporate,95148
9224,Riverside,USA,CA,Corporate,92509
20471,Cypress,USA,CA,Corporate,90630
2795,Salinas,USA,CA,Corporate,93905
7663,Anaheim,USA,CA,Corporate,92804
15991,Brooklyn,USA,NY,Corporate,11237
11602,Mechanicsburg,USA,PA,Corporate,17055
271,Fremont,USA,CA,Corporate,94538
10870,Chesapeake,USA,VA,Corporate,23320
5745,Ridgewood,USA,NY,Corporate,11385
3195,Gilroy,USA,CA,Corporate,95020
2923,Mchenry,USA,IL,Corporate,60050
5790,Fremont,USA,CA,Corporate,94536
1608,Fort Lauderdale,USA,FL,Corporate,33324
7597,Paramount,USA,CA,Corporate,90723
18675,Watsonville,USA,CA,Corporate,95076
15602,Fort Lauderdale,USA,FL,Corporate,33313
15526,Middletown,USA,CT,Corporate,6457
9932,Chicago,USA,IL,Corporate,60622
15396,Manchester,USA,CT,Corporate,6040
5520,Bellflower,USA,CA,Corporate,90706
10484,Aurora,USA,IL,Corporate,60506
8325,Brooklyn,USA,NY,Corporate,11218
835,Santee,USA,CA,Corporate,92071
2528,Mount Pleasant,USA,MI,Corporate,48858
8207,Saint Paul,USA,MN,Corporate,55106
6724,Chicago,USA,IL,Corporate,60641
10508,Los Angeles,USA,CA,Corporate,90011
5471,Tempe,USA,AZ,Corporate,85281
2484,Apex,USA,NC,Corporate,27502
6512,Mission,USA,TX,Corporate,78572
5202,Victorville,USA,CA,Corporate,92392
9491,Los Angeles,USA,CA,Corporate,90024
17136,Aurora,USA,CO,Corporate,80010
17172,East Lansing,USA,MI,Corporate,48823
15192,Bakersfield,USA,CA,Corporate,93304
18620,Colorado Springs,USA,CO,Corporate,80906
15203,Webster,USA,NY,Corporate,14580
15257,Santa Ana,USA,CA,Corporate,92703
17754,Los Angeles,USA,CA,Corporate,90004
18616,Jersey City,USA,NJ,Corporate,7305
20067,Stockbridge,USA,GA,Corporate,30281
15216,Tallahassee,USA,FL,Corporate,32308
5210,San Jose,USA,CA,Corporate,95112
12060,San Antonio,USA,TX,Corporate,78223
5523,Brooklyn,USA,NY,Corporate,11203
12206,New York,USA,NY,Corporate,10003
11898,Sanford,USA,NC,Corporate,27330
3266,Chicago,USA,IL,Corporate,60649
2219,Gardena,USA,CA,Corporate,90247
6926,Harlingen,USA,TX,Consumer,78550
10865,Alpharetta,USA,GA,Consumer,30022
11574,Saint Louis,USA,MO,Consumer,63129
7636,New York,USA,NY,Consumer,10031
9240,Carlsbad,USA,CA,Consumer,92009
7066,Fresno,USA,CA,Consumer,93702
9476,Lombard,USA,IL,Consumer,60148
8177,Phoenix,USA,AZ,Consumer,85009
12426,Brooklyn,USA,NY,Consumer,11210
10278,Los Angeles,USA,CA,Consumer,90011
11716,Bountiful,USA,UT,Consumer,84010
5585,Moreno Valley,USA,CA,Consumer,92553
3529,Endicott,USA,NY,Consumer,13760
6521,Chillicothe,USA,OH,Consumer,45601
8709,Alameda,USA,CA,Consumer,94501
4829,Sunnyvale,USA,CA,Consumer,94087
1611,Bakersfield,USA,CA,Consumer,93306
4278,Opelousas,USA,LA,Consumer,70570
7271,Stamford,USA,CT,Consumer,6902
9305,Florissant,USA,MO,Consumer,63033
9017,Troy,USA,NY,Consumer,12180
7712,Ridgewood,USA,NY,Consumer,11385
7845,Ontario,USA,CA,Consumer,91762
411,Washington,USA,DC,Consumer,20009
5983,New York,USA,NY,Consumer,10031
10442,Quincy,USA,IL,Consumer,62301
810,Las Vegas,USA,NV,Consumer,89110
5265,Los Angeles,USA,CA,Consumer,90011
329,Miami,USA,FL,Consumer,33125
8513,New Orleans,USA,LA,Consumer,70117
2687,Brooklyn,USA,NY,Consumer,11226
6006,Lancaster,USA,PA,Consumer,17602
4840,Irving,USA,TX,Consumer,75061
3787,Columbia,USA,MO,Consumer,65203
5458,Florissant,USA,MO,Consumer,63031
8005,Brooklyn,USA,NY,Consumer,11230
9383,Miami,USA,FL,Consumer,33176
10462,West Lafayette,USA,IN,Consumer,47906
8618,New Albany,USA,IN,Consumer,47150
10052,Troy,USA,MI,Consumer,48098
9942,Memphis,USA,TN,Consumer,38128
8350,Watsonville,USA,CA,Consumer,95076
9587,West Chester,USA,PA,Consumer,19382
5359,Annapolis,USA,MD,Consumer,21401
10481,Ithaca,USA,NY,Consumer,14850
10592,Chicago,USA,IL,Consumer,60616
4965,Santa Clara,USA,CA,Consumer,95051
1048,Huntington Station,USA,NY,Consumer,11746
11277,Brooklyn,USA,NY,Consumer,11229
10601,Walnut,USA,CA,Consumer,91789
7432,Columbus,USA,OH,Consumer,43229
6500,Mesquite,USA,TX,Consumer,75149
4094,Clementon,USA,NJ,Consumer,8021
11435,Hialeah,USA,FL,Consumer,33015
7366,Columbia,USA,SC,Consumer,29223
7442,Denton,USA,TX,Consumer,76201
4407,Bismarck,USA,ND,Consumer,58501
1124,Granite City,USA,IL,Consumer,62040
9761,Brownsville,USA,TX,Consumer,78521
8885,Stockbridge,USA,GA,Consumer,30281
2476,New Orleans,USA,LA,Consumer,70117
2600,Hayward,USA,CA,Consumer,94544
11211,New York,USA,NY,Consumer,10032
2867,Van Nuys,USA,CA,Consumer,91405
8120,Loveland,USA,OH,Consumer,45140
8192,Houston,USA,TX,Consumer,77093
7744,Garden Grove,USA,CA,Consumer,92840
7935,Pawtucket,USA,RI,Consumer,2860
9124,Temecula,USA,CA,Consumer,92592
2811,Tinley Park,USA,IL,Consumer,60477
5645,Oxnard,USA,CA,Consumer,93033
6086,Pompano Beach,USA,FL,Consumer,33064
1659,Weslaco,USA,TX,Consumer,78596
2943,Salt Lake City,USA,UT,Consumer,84118
6580,Tempe,USA,AZ,Consumer,85281
11955,Dearborn,USA,MI,Consumer,48126
2611,South Richmond Hill,USA,NY,Consumer,11419
4159,Laredo,USA,TX,Consumer,78040
5829,Houston,USA,TX,Consumer,77015
11575,Beloit,USA,WI,Consumer,53511
4795,Fargo,USA,ND,Consumer,58103
719,Tucson,USA,AZ,Consumer,85746
7916,Lancaster,USA,PA,Consumer,17603
1436,Lewisville,USA,TX,Consumer,75067
1775,Virginia Beach,USA,VA,Consumer,23464
2733,Chicago,USA,IL,Consumer,60647
2337,El Paso,USA,TX,Consumer,79924
5153,Philadelphia,USA,PA,Consumer,19140
799,Pompano Beach,USA,FL,Consumer,33065
6060,San Diego,USA,CA,Consumer,92129
7298,Oak Lawn,USA,IL,Consumer,60453
5978,Dorchester Center,USA,MA,Consumer,2124
4221,Los Angeles,USA,CA,Consumer,90003
827,New York,USA,NY,Consumer,10031
7758,Woodbridge,USA,VA,Consumer,22192
3180,Riverside,USA,CA,Consumer,92507
7775,Dundalk,USA,MD,Consumer,21222
5554,Rio Rancho,USA,NM,Consumer,87124
2633,Las Vegas,USA,NV,Consumer,89123
5324,Houston,USA,TX,Consumer,77015
4787,Morristown,USA,NJ,Consumer,7960
8424,Yuma,USA,AZ,Consumer,85364
6768,Laguna Hills,USA,CA,Consumer,92653
2449,Elgin,USA,IL,Consumer,60123
4228,Detroit,USA,MI,Consumer,48224
3404,College Station,USA,TX,Consumer,77840
10194,Rome,USA,NY,Consumer,13440
3708,Westerville,USA,OH,Consumer,43081
4181,Ventura,USA,CA,Consumer,93003
10713,Glendale,USA,AZ,Consumer,85301
3685,Apex,USA,NC,Consumer,27502
7623,San Antonio,USA,TX,Consumer,78250
11453,Roswell,USA,NM,Consumer,88201
3201,Forest Hills,USA,NY,Consumer,11375
3785,Las Vegas,USA,NV,Consumer,89110
705,Atlanta,USA,GA,Consumer,30331
9149,Santa Ana,USA,CA,Consumer,92705
11369,Irwin,USA,PA,Consumer,15642
5770,Clovis,USA,CA,Consumer,93611
455,Colorado Springs,USA,CO,Consumer,80918
4600,Crown Point,USA,IN,Consumer,46307
11505,Bakersfield,USA,CA,Consumer,93306
3813,Brooklyn,USA,NY,Consumer,11201
8084,Houston,USA,TX,Consumer,77036
1524,La Mirada,USA,CA,Consumer,90638
10122,Salinas,USA,CA,Consumer,93905
8003,El Paso,USA,TX,Consumer,79912
1407,Bronx,USA,NY,Consumer,10452
10424,Philadelphia,USA,PA,Consumer,19149
4624,Lawton,USA,OK,Consumer,73505
838,Tinley Park,USA,IL,Consumer,60477
10241,Louisville,USA,KY,Consumer,40214
10062,Arlington Heights,USA,IL,Consumer,60004
2302,Bakersfield,USA,CA,Consumer,93306
7448,Apex,USA,NC,Consumer,27502
4931,Tampa,USA,FL,Consumer,33624
1426,Long Beach,USA,CA,Consumer,90813
11914,Colorado Springs,USA,CO,Consumer,80906
256,Chicago,USA,IL,Consumer,60625
4090,Brooklyn,USA,NY,Consumer,11210
7852,San Francisco,USA,CA,Consumer,94109
5300,Orlando,USA,FL,Consumer,32822
7562,Escondido,USA,CA,Consumer,92026
1543,Fayetteville,USA,NC,Consumer,28314
3873,Bronx,USA,NY,Consumer,10463
10739,Greeley,USA,CO,Consumer,80631
2223,Virginia Beach,USA,VA,Consumer,23452
5877,Tempe,USA,AZ,Consumer,85282
11585,Chicago,USA,IL,Consumer,60641
8588,Salt Lake City,USA,UT,Consumer,84120
3090,Middletown,USA,CT,Consumer,6457
1049,Washington,USA,DC,Consumer,20009
7342,Greeley,USA,CO,Consumer,80631
7829,Milford,USA,CT,Consumer,6460
7123,Meridian,USA,ID,Consumer,83642
4592,Bartlett,USA,IL,Consumer,60103
4377,Murfreesboro,USA,TN,Consumer,37130
4529,Bronx,USA,NY,Consumer,10467
2758,Phoenix,USA,AZ,Consumer,85009
9819,Stockton,USA,CA,Consumer,95206
6583,Moline,USA,IL,Consumer,61265
7544,Detroit,USA,MI,Consumer,48238
5487,Chicago,USA,IL,Consumer,60630
1528,Reno,USA,NV,Consumer,89502
11218,Murfreesboro,USA,TN,Consumer,37130
4752,Passaic,USA,NJ,Consumer,7055
1295,Winnetka,USA,CA,Consumer,91306
9753,New Albany,USA,IN,Consumer,47150
4846,Buffalo,USA,NY,Consumer,14215
6892,Bakersfield,USA,CA,Consumer,93308
6470,Revere,USA,MA,Consumer,2151
12164,Los Angeles,USA,CA,Consumer,90016
3543,Reseda,USA,CA,Consumer,91335
2520,Woonsocket,USA,RI,Consumer,2895
9692,Laredo,USA,TX,Consumer,78046
8047,San Jose,USA,CA,Consumer,95116
3710,Springfield,USA,MO,Consumer,65807
7293,Lancaster,USA,SC,Consumer,29720
3319,New York,USA,NY,Consumer,10016
6880,Annandale,USA,VA,Consumer,22003
5989,Brooklyn,USA,NY,Consumer,11235
11855,Columbus,USA,OH,Consumer,43228
10012,Lynnwood,USA,WA,Consumer,98037
10589,Levittown,USA,NY,Consumer,11756
7183,Hacienda Heights,USA,CA,Consumer,91745
4850,Wayne,USA,NJ,Consumer,7470
6325,Zanesville,USA,OH,Consumer,43701
1793,Glenview,USA,IL,Consumer,60025
5974,Mcallen,USA,TX,Consumer,78501
6441,Metairie,USA,LA,Consumer,70003
76,Los Angeles,USA,CA,Consumer,90016
9179,Rego Park,USA,NY,Consumer,11374
5928,Oxnard,USA,CA,Consumer,93033
4548,Hialeah,USA,FL,Consumer,33016
2373,Goose Creek,USA,SC,Consumer,29445
10251,Washington,USA,DC,Consumer,20002
9928,Aurora,USA,IL,Consumer,60506
7951,Chicago,USA,IL,Consumer,60618
12051,Campbell,USA,CA,Consumer,95008
11516,Carol Stream,USA,IL,Consumer,60188
349,Florissant,USA,MO,Consumer,63031
12368,Fresno,USA,CA,Consumer,93702
3525,Cleveland,USA,OH,Consumer,44105
871,Amarillo,USA,TX,Consumer,79109
8770,West Chester,USA,PA,Consumer,19382
7979,El Paso,USA,TX,Consumer,79907
11756,Greeley,USA,CO,Consumer,80631
12299,Chicago,USA,IL,Consumer,60660
1670,Opelousas,USA,LA,Consumer,70570
11385,Wheeling,USA,WV,Consumer,26003
12189,Ann Arbor,USA,MI,Consumer,48103
11459,Santa Ana,USA,CA,Consumer,92703
3947,Wichita,USA,KS,Consumer,67212
9559,Dallas,USA,TX,Consumer,75211
9454,Long Beach,USA,CA,Consumer,90813
12362,Tucson,USA,AZ,Consumer,85705
7719,Campbell,USA,CA,Consumer,95008
7902,El Paso,USA,TX,Consumer,79927
7787,Highland,USA,CA,Consumer,92346
10222,Pompano Beach,USA,FL,Consumer,33068
6393,Greenville,USA,NC,Consumer,27834
6585,San Diego,USA,CA,Consumer,92129
5227,New Castle,USA,DE,Consumer,19720
1511,Wichita,USA,KS,Consumer,67212
10505,Bell Gardens,USA,CA,Consumer,90201
1283,Hawthorne,USA,CA,Consumer,90250
4568,Buffalo,USA,NY,Consumer,14215
1483,Marietta,USA,GA,Consumer,30066
2675,Anaheim,USA,CA,Consumer,92804
7383,Aurora,USA,IL,Consumer,60504
606,Newark,USA,DE,Consumer,19702
10682,Salem,USA,OR,Consumer,97301
4292,Dearborn,USA,MI,Consumer,48126
10023,Newark,USA,NJ,Consumer,7105
4930,Napa,USA,CA,Consumer,94558
9396,Salinas,USA,CA,Consumer,93905
12284,New Haven,USA,CT,Consumer,6511
11037,Davis,USA,CA,Consumer,95616
11833,Strongsville,USA,OH,Consumer,44136
2939,Morrisville,USA,PA,Consumer,19067
11903,Berwyn,USA,IL,Consumer,60402
11425,Detroit,USA,MI,Consumer,48238
8171,Temecula,USA,CA,Consumer,92592
3407,Clovis,USA,CA,Consumer,93611
1620,Beloit,USA,WI,Consumer,53511
10701,Lynwood,USA,CA,Consumer,90262
7236,Columbia,USA,MO,Consumer,65203
1320,Los Angeles,USA,CA,Consumer,90011
10279,Mission Viejo,USA,CA,Consumer,92691
6003,Hickory,USA,NC,Consumer,28601
4538,Zanesville,USA,OH,Consumer,43701
11626,Marietta,USA,GA,Consumer,30067
3762,West New York,USA,NJ,Consumer,7093
11656,Aurora,USA,CO,Consumer,80012
11131,Brooklyn,USA,NY,Consumer,11209
4491,Elmhurst,USA,NY,Consumer,11373
836,Dearborn,USA,MI,Consumer,48126
3761,Hayward,USA,CA,Consumer,94541
9152,Salt Lake City,USA,UT,Consumer,84120
1381,Campbell,USA,CA,Consumer,95008
8872,Portland,USA,OR,Consumer,97223
7382,Chicago,USA,IL,Consumer,60624
1466,Lenoir,USA,NC,Consumer,28645
10268,Murfreesboro,USA,TN,Consumer,37130
10466,Escondido,USA,CA,Consumer,92025
773,Saint Paul,USA,MN,Consumer,55112
7379,Marrero,USA,LA,Consumer,70072
12041,Florissant,USA,MO,Consumer,63033
4572,Brooklyn,USA,NY,Consumer,11201
8097,Sheboygan,USA,WI,Consumer,53081
7600,Hacienda Heights,USA,CA,Consumer,91745
10239,Riverside,USA,CA,Consumer,92504
1155,Greeley,USA,CO,Consumer,80631
1400,Pompano Beach,USA,FL,Consumer,33068
856,Fountain Valley,USA,CA,Consumer,92708
10364,Los Angeles,USA,CA,Consumer,90046
3678,Brooklyn,USA,NY,Consumer,11226
11275,Webster,USA,NY,Consumer,14580
4876,Virginia Beach,USA,VA,Consumer,23456
9849,Dallas,USA,TX,Consumer,75228
6516,Las Cruces,USA,NM,Consumer,88005
254,San Antonio,USA,TX,Consumer,78223
8375,Philadelphia,USA,PA,Consumer,19120
8448,New York,USA,NY,Consumer,10009
2681,Duluth,USA,GA,Consumer,30096
6798,Gaithersburg,USA,MD,Consumer,20878
11552,Orlando,USA,FL,Consumer,32825
3664,Virginia Beach,USA,VA,Consumer,23455
2515,Apopka,USA,FL,Consumer,32703
9786,Salt Lake City,USA,UT,Consumer,84118
12403,Cypress,USA,CA,Consumer,90630
11862,Lutz,USA,FL,Consumer,33549
11765,South El Monte,USA,CA,Consumer,91733
1876,Salina,USA,KS,Consumer,67401
1078,Los Angeles,USA,CA,Consumer,90044
2696,Memphis,USA,TN,Consumer,38128
9650,Hampton,USA,VA,Consumer,23666
914,Bronx,USA,NY,Consumer,10458
10760,Oregon City,USA,OR,Consumer,97045
8250,Las Vegas,USA,NV,Consumer,89108
1689,Troy,USA,NY,Consumer,12180
755,Tucson,USA,AZ,Consumer,85705
1854,Folsom,USA,CA,Consumer,95630
6285,Brooklyn,USA,NY,Consumer,11201
4937,Baldwin Park,USA,CA,Consumer,91706
9570,Houston,USA,TX,Consumer,77084
9823,Ogden,USA,UT,Consumer,84404
1022,Ogden,USA,UT,Consumer,84404
4212,Fresno,USA,CA,Consumer,93722
1492,Montebello,USA,CA,Consumer,90640
1091,Tucson,USA,AZ,Consumer,85705
8342,El Centro,USA,CA,Consumer,92243
5383,Staten Island,USA,NY,Consumer,10312
11175,Phoenix,USA,AZ,Consumer,85033
7482,Stafford,USA,VA,Consumer,22554
6737,Moreno Valley,USA,CA,Consumer,92557
7947,Richardson,USA,TX,Consumer,75080
6095,Revere,USA,MA,Consumer,2151
2962,Jackson Heights,USA,NY,Consumer,11372
2787,Chicago,USA,IL,Consumer,60630
327,Carrollton,USA,TX,Consumer,75007
10310,Mcallen,USA,TX,Consumer,78501
11544,Chandler,USA,AZ,Consumer,85224
7133,Saint Paul,USA,MN,Consumer,55112
4556,Detroit,USA,MI,Consumer,48234
12296,Orlando,USA,FL,Consumer,32822
1174,Memphis,USA,TN,Consumer,38109
6423,San Diego,USA,CA,Consumer,92104
4017,Florissant,USA,MO,Consumer,63031
6649,Detroit,USA,MI,Consumer,48234
4169,Elgin,USA,IL,Consumer,60120
1565,Campbell,USA,CA,Consumer,95008
6279,Miami,USA,FL,Consumer,33176
10020,Phoenix,USA,AZ,Consumer,85035
1298,San Jose,USA,CA,Consumer,95125
613,South Ozone Park,USA,NY,Consumer,11420
2585,Brooklyn,USA,NY,Consumer,11210
11778,San Diego,USA,CA,Consumer,92129
7180,Pacoima,USA,CA,Consumer,91331
5242,Philadelphia,USA,PA,Consumer,19144
2959,Chicago,USA,IL,Consumer,60608
987,Albuquerque,USA,NM,Consumer,87111
7625,Detroit,USA,MI,Consumer,48238
11567,Spring Valley,USA,CA,Consumer,91977
8056,Pharr,USA,TX,Consumer,78577
8616,Riverside,USA,CA,Consumer,92504
7925,Houston,USA,TX,Consumer,77072
1482,Los Angeles,USA,CA,Consumer,90037
11177,Wayne,USA,NJ,Consumer,7470
4976,Milford,USA,CT,Consumer,6460
12120,Pompano Beach,USA,FL,Consumer,33065
6288,Detroit,USA,MI,Consumer,48221
1300,Mission,USA,TX,Consumer,78572
733,Amarillo,USA,TX,Consumer,79109
2957,Lynnwood,USA,WA,Consumer,98037
10357,Milwaukee,USA,WI,Consumer,53215
1014,Jamaica,USA,NY,Consumer,11435
6009,Salt Lake City,USA,UT,Consumer,84119
11589,Kent,USA,WA,Consumer,98031
8734,Ridgewood,USA,NY,Consumer,11385
5297,San Diego,USA,CA,Consumer,92115
590,Meridian,USA,ID,Consumer,83642
8723,Washington,USA,DC,Consumer,20002
4147,Dorchester Center,USA,MA,Consumer,2124
7725,Columbia,USA,SC,Consumer,29223
3101,Mission Viejo,USA,CA,Consumer,92692
12115,Mission,USA,TX,Consumer,78572
5403,Columbus,USA,OH,Consumer,43207
9126,Atlanta,USA,GA,Consumer,30318
10371,Mount Prospect,USA,IL,Consumer,60056
9576,Cupertino,USA,CA,Consumer,95014
5196,South San Francisco,USA,CA,Consumer,94080
7713,Chicago,USA,IL,Consumer,60632
2724,Los Angeles,USA,CA,Consumer,90004
9687,Miami,USA,FL,Consumer,33161
449,Columbus,USA,OH,Consumer,43228
1215,Las Vegas,USA,NV,Consumer,89123
3674,El Cajon,USA,CA,Consumer,92020
691,Stafford,USA,VA,Consumer,22554
6626,Ontario,USA,CA,Consumer,91761
226,Oxnard,USA,CA,Consumer,93030
6281,Lancaster,USA,SC,Consumer,29720
3748,Lake Forest,USA,CA,Consumer,92630
11238,Hendersonville,USA,TN,Consumer,37075
4852,Highland Park,USA,MI,Consumer,48203
1499,Fort Lauderdale,USA,FL,Consumer,33313
6,Passaic,USA,NJ,Consumer,7055
384,Las Vegas,USA,NV,Consumer,89119
3313,Ballwin,USA,MO,Consumer,63021
9443,Garden Grove,USA,CA,Consumer,92843
1317,Lake Forest,USA,CA,Consumer,92630
11764,Simi Valley,USA,CA,Consumer,93063
4326,Riverside,USA,CA,Consumer,92504
2389,Memphis,USA,TN,Consumer,38111
7650,Wayne,USA,NJ,Consumer,7470
1980,Clearfield,USA,UT,Consumer,84015
2821,Santa Ana,USA,CA,Consumer,92703
11832,Hendersonville,USA,TN,Consumer,37075
9414,Florissant,USA,MO,Consumer,63033
2794,Pittsburg,USA,CA,Consumer,94565
6307,Brooklyn,USA,NY,Consumer,11203
2382,Bronx,USA,NY,Consumer,10463
10312,El Paso,USA,TX,Consumer,79912
11789,East Brunswick,USA,NJ,Consumer,8816
11967,Daly City,USA,CA,Consumer,94015
8014,Seattle,USA,WA,Consumer,98115
117,La Crosse,USA,WI,Consumer,54601
8060,Chicago,USA,IL,Consumer,60657
2617,Santa Ana,USA,CA,Consumer,92704
3537,La Mesa,USA,CA,Consumer,91941
2235,Albuquerque,USA,NM,Consumer,87120
10146,Anaheim,USA,CA,Consumer,92802
9244,North Hollywood,USA,CA,Consumer,91605
3163,Saint Louis,USA,MO,Consumer,63116
687,Garden Grove,USA,CA,Consumer,92840
9817,Los Angeles,USA,CA,Consumer,90047
10083,Greeley,USA,CO,Consumer,80631
9263,Dallas,USA,TX,Consumer,75287
6417,Houston,USA,TX,Consumer,77015
11221,Antioch,USA,TN,Consumer,37013
2403,Philadelphia,USA,PA,Consumer,19131
1428,Frankfort,USA,KY,Consumer,40601
6356,Annapolis,USA,MD,Consumer,21401
2064,Dallas,USA,TX,Consumer,75216
3720,Los Angeles,USA,CA,Consumer,90065
4750,Martinsburg,USA,WV,Consumer,25401
3802,Miami,USA,FL,Consumer,33157
5856,Detroit,USA,MI,Consumer,48213
3331,Fountain Valley,USA,CA,Consumer,92708
11068,Longmont,USA,CO,Consumer,80501
11595,Modesto,USA,CA,Consumer,95355
9486,Philadelphia,USA,PA,Consumer,19148
6476,Washington,USA,DC,Consumer,20002
